"订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码"
="1217188790890279220","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","3","LAC-006","null","null","null","交易关闭","LAC-006"
="1217188790890279220","THE LAUNDRESS细致真丝衣物洗衣液除皱喷雾套组洗涤剂洗衣精","270.00","1","LA20200423001","净含量：细致+除皱","null","null","交易关闭","LA20200423001"
="1338132170825007273","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","2","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1338334815535086725","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","交易成功","LAC-006"
="1337958613226606138","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338104342567179674","【狂欢价】THE LAUNDRESS专衣专护随心购两件组B羊毛细致内衣去渍清洁洗衣液","480.00","1","LA20201030001","净含量：细致2件","null","null","卖家已发货，等待买家确认","LA20201030001"
="1217229182811878022","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","2","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1337080644801842360","【狂欢价】THE LAUNDRESS衣物除皱喷雾250ml衣物柔顺剂","180.00","1","LAS-014","null","null","null","卖家已发货，等待买家确认","LAS-014"
="1337080644801842360","【狂欢价】THE LAUNDRESS手洗专用衣物去渍皂 56g*2油脂污渍手工洗衣皂","130.00","3","LA-LAB-00","null","null","null","卖家已发货，等待买家确认","LA-LAB-00"
="1338161402089145345","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","交易成功","LAC-006"
="1217213342486645512","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1217213342486645512","【狂欢价】THE LAUNDRESS衣物去渍清洁液475ml清洁污渍酵素浓缩洗衣液","190.00","1","LAS-020","null","null","null","卖家已发货，等待买家确认","LAS-020"
="1217213342486645512","【狂欢价】THE LAUNDRESS深色衣物专用护色洗衣精1L护色增艳洗衣液","210.00","1","LAS-003","null","null","null","卖家已发货，等待买家确认","LAS-003"
="1337945725511750162","THE LAUNDRESS洗衣袋洗衣机机洗专用网袋洗毛衣内衣家用防变形","200.00","1","TLBAG","颜色分类：白色","null","null","卖家已发货，等待买家确认","TLBAG"
="1337899573929053278","THE LAUNDRESS衣物除皱喷雾60ml","80.00","1","LASMS-014","null","null","null","卖家已发货，等待买家确认","LASMS-014"
="1217145483613149905","【狂欢价】THE LAUNDRESS白色衣物专用亮色洗衣精1L白衣服护色亮色洗衣液","210.00","3","LAS-002","null","null","null","卖家已发货，等待买家确认","LAS-002"
="1337928625588128630","THE LAUNDRESS婴儿宝宝衣物洗衣液囤货套组洗衣精X3瓶洗涤剂","730.00","1","LA20200923026","净含量：婴儿1L*3","null","null","交易关闭","LA20200923026"
="1338048470284482041","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1338048470284482041","【狂欢价】THE LAUNDRESS衣物除皱喷雾250ml衣物柔顺剂","180.00","1","LAS-014","null","null","null","卖家已发货，等待买家确认","LAS-014"
="1337071212589973551","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1337090724641101743","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338248307346795859","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1338308391908067763","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","3","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1217158551658178911","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","1","LAS-008","null","null","null","卖家已发货，等待买家确认","LAS-008"
="1217158551658178911","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1217158551658178911","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","2","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1217158551658178911","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","4","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1337079636404869466","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","交易成功","LASMS-001"
="1337137848405217982","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1337137848405217982","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1338179474263559862","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1337907529356197966","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1337907529356197966","【狂欢价】THE LAUNDRESS深色衣物专用护色洗衣精1L护色增艳洗衣液","210.00","1","LAS-003","null","null","null","卖家已发货，等待买家确认","LAS-003"
="1337907529356197966","【狂欢价】THE LAUNDRESS白色衣物专用亮色洗衣精1L白衣服护色亮色洗衣液","210.00","1","LAS-002","null","null","null","卖家已发货，等待买家确认","LAS-002"
="1337907529356197966","【狂欢价】THE LAUNDRESS衣物去渍清洁液475ml清洁污渍酵素浓缩洗衣液","190.00","1","LAS-020","null","null","null","卖家已发货，等待买家确认","LAS-020"
="1337925493397976073","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","3","LABC-004","null","null","null","交易关闭","LABC-004"
="1338131486757269285","【狂欢价】THE LAUNDRESS衣物柔软精-婴儿香氛475ml宝宝衣物柔顺剂","190.00","1","LAB-008","null","null","null","卖家已发货，等待买家确认","LAB-008"
="1338304755679104770","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","交易关闭","LAS-001"
="1217223602739164007","【狂欢价】THE LAUNDRESS深色衣物专用护色洗衣精1L护色增艳洗衣液","210.00","1","LAS-003","null","null","null","卖家已发货，等待买家确认","LAS-003"
="1338130046891911059","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1338280563012093262","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1337088024427612758","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","交易关闭","LAC-006"
="1337940361552868565","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1337935789392674846","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1337934889437932498","THE LAUNDRESS婴儿宝宝衣物洗衣液囤货套组洗衣精X3瓶洗涤剂","730.00","1","LA20200923027","净含量：婴儿1L*2+经典1L","null","null","卖家已发货，等待买家确认","LA20200923027"
="1217157111451430319","【狂欢价】THE LAUNDRESS专衣专护随心购两件组B羊毛细致内衣去渍清洁洗衣液","480.00","1","LA20201030002","净含量：细致+羊毛羊绒","null","null","卖家已发货，等待买家确认","LA20201030002"
="1337912065702675841","【狂欢价】THE LAUNDRESS婴儿洗衣精-无香型初生儿宝宝专用洗衣液洗涤剂","210.00","1","LABC-004U","null","null","null","卖家已发货，等待买家确认","LABC-004U"
="1337960413140797328","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","1","LAS-008","null","null","null","卖家已发货，等待买家确认","LAS-008"
="1337960413140797328","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1337935825913851176","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","交易成功","LAC-006"
="1217165353005943723","【狂欢价】THE LAUNDRESS衣物去渍清洁液475ml清洁污渍酵素浓缩洗衣液","190.00","1","LAS-020","null","null","null","卖家已发货，等待买家确认","LAS-020"
="1217165353005943723","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1217145336457558217","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","1","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
="1217145336457558217","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","2","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1337129100503107793","【品牌新享】THE LAUNDRESS 羊毛羊绒专用洁净液60ml洗衣液洗涤剂","90.00","1","67000002","null","null","null","卖家已发货，等待买家确认","67000002"
="1338160682589001086","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1337799817963860595","【狂欢价】THE LAUNDRESS经典洗衣精1L棉麻衣物洗护植物酵素内衣洗衣液","210.00","1","LAS-001","null","null","null","卖家已发货，等待买家确认","LAS-001"
="1337799817963860595","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1337799817963860595","【双11新会员礼】去渍15ml+经典15ml 1分钱付邮试用限2小时内付款","50.00","1","LA20201010001","null","null","null","卖家已发货，等待买家确认","LA20201010001"
="1217154807484924823","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","卖家已发货，等待买家确认","LAL-005"
="1338144950863696366","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1217220362708337921","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1217220362708337921","【狂欢价】THE LAUNDRESS牛仔布料洗衣精475ml护色洗衣剂","190.00","1","LAS-019","null","null","null","卖家已发货，等待买家确认","LAS-019"
="1338240891750844445","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","交易成功","LASMS-001"
="1338094730111018839","【双11新会员礼】去渍15ml+经典15ml 1分钱付邮试用限2小时内付款","50.00","1","LA20201010001","null","null","null","卖家已发货，等待买家确认","LA20201010001"
="1217143140551269707","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","3","LABC-004","null","null","null","交易关闭","LABC-004"
="1338129974064787747","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1337062896586401265","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1337083236622067242","【狂欢价】THE LAUNDRESS衣物柔软精-经典香氛衣物柔顺剂安心温和","190.00","1","LAS-008","null","null","null","交易成功","LAS-008"
="1337083236622067242","【狂欢价】THE LAUNDRESS细致衣物洗衣精475ml贴身衣物丝质洗衣液洗涤剂","190.00","1","LAL-005","null","null","null","交易成功","LAL-005"
="1338107402981859774","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","交易成功","LAC-006"
="1338144230151129760","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","交易成功","LAC-006"
="1337953753437435271","THE LAUNDRESS彩虹合唱团洗护礼盒经典棉麻羊毛羊绒洗衣液","400.00","1","LA20201014001","净含量：经典1L+细致475ml","null","null","卖家已发货，等待买家确认","LA20201014001"
="1337115168686040661","【狂欢价】THE LAUNDRESS衣物柔软精-婴儿香氛475ml宝宝衣物柔顺剂","190.00","6","LAB-008","null","null","null","卖家已发货，等待买家确认","LAB-008"
="1337889889209276335","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","卖家已发货，等待买家确认","LASMS-001"
="1337943061097023746","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","交易成功","LASMS-001"
="1337075460938059635","【U先】THE LAUNDRESS经典棉麻衣物洗衣液60ml","90.00","1","LASMS-001","null","null","null","交易成功","LASMS-001"
="1337932261501507030","【狂欢价】THE LAUNDRESS羊毛羊绒专用洁净液475ml羊毛洗护洗衣液","190.00","1","LAC-006","null","null","null","卖家已发货，等待买家确认","LAC-006"
="1217209166002475620","【狂欢价】THE LAUNDRESS婴儿洗衣精1L初生儿宝宝温和洗护洗衣液洗涤剂","210.00","3","LABC-004","null","null","null","卖家已发货，等待买家确认","LABC-004"
